"aw_product_id","merchant_product_id","merchant_category","aw_deep_link","merchant_image_url","search_price","description","product_name","merchant_deep_link","aw_image_url","merchant_name","merchant_id","category_name","category_id","delivery_cost","currency","store_price","display_price","data_feed_id"
"3065371971","4GM-HEADSETSTARTKIT","Console Games & Accessories","http://www.awin1.com/pclick.php?p=3065371971&a=219729&m=5627","http://www.apollo2000.co.uk/common/productpictures/4gm-headsetstartkit.jpg","39.99","This Stereo Gaming Headset Starter Kit offers everything you need, including a lightweight stereo gaming headset, sleek desktop storage stand and twin controller charging cable all in one convenient package.","4 Gamers HEADSETSTARTKIT Console Games &amp; Accessories","http://www.apollo2000.co.uk/showproduct/4GM-HEADSETSTARTKIT/HEADSETSTARTKIT+PlayStation+4+Starter+Kit+with+Headset+and+Charging+Stand.html","http://images.productserve.com/preview/7/5627/71/19/3065371971.jpg","Apollo Direct","5627","Console","576","5","GBP","","GBP39.99","5627"
"3065371973","4GM-PREMCONNECTKIT","Console Games & Accessories","http://www.awin1.com/pclick.php?p=3065371973&a=219729&m=5627","http://www.apollo2000.co.uk/common/productpictures/4gm-premconnectkit.jpg","17.99","The 4gamers PREMCONNECTKIT contains everything you need for a new Playstation 4. The High Speed HDMI cable is designed to handle video resolutions of 1080p and beyond, including advanced display technologies such as 4K, 3D, and Deep Colour.  The included Premium Twin Controller Charging Cable allows up to two controllers to be charged at once.","4 Gamers PREMCONNECTKIT Console Games &amp; Accessories","http://www.apollo2000.co.uk/showproduct/4GM-PREMCONNECTKIT/PREMCONNECTKIT+Premium+Connect+and+Charge+Kit+for+Playstation+4.html","http://images.productserve.com/preview/7/5627/73/19/3065371973.jpg","Apollo Direct","5627","Console","576","5","GBP","","GBP17.99","5627"
"3065371975","4GM-PS4CAMERACLIP","Console Games & Accessories","http://www.awin1.com/pclick.php?p=3065371975&a=219729&m=5627","http://www.apollo2000.co.uk/common/productpictures/4gm-ps4cameraclip.jpg","11.99","The 4Gamers PS4 Camera Clip is designed to work with all flat screen TV's, its fully adjustable design works with all flatscreen depths. The Clip also allows full adjustment of the PlayStation Camera's viewing angle, making it perfect for any room size.","4 Gamers PS4CAMERACLIP Console Games &amp; Accessories","http://www.apollo2000.co.uk/showproduct/4GM-PS4CAMERACLIP/PS4CAMERACLIP+TV+Clip+for+Playstation+4+Camera.html","http://images.productserve.com/preview/7/5627/75/19/3065371975.jpg","Apollo Direct","5627","Console","576","5","GBP","","GBP11.99","5627"
"3126212447","ACS-90NEON","Tablet PCs","http://www.awin1.com/pclick.php?p=3126212447&a=219729&m=5627","http://www.apollo2000.co.uk/common/productpictures/acs-90neon.jpg","79.98999999999999","With its lightweight design and simply Android Interface, the Archos 90 Neon is the perfect tablet for any user, either new or experienced. Its bright and vibrant 9 inch display brings all of your favourite pictures, movies or games to life in unrivalled clarity, producing an immersive experience. Its powerful 1.8 Ghz Quad Core Processor makes light work of the most intensive applications, leaving them free of stutter or lag.  The Archos comes equipped with Android 4.2, this operating system is incredibly easy to use while its Google Play store gives you access to over one million different applications and games.","Archos 90NEON Tablet PCs","http://www.apollo2000.co.uk/showproduct/ACS-90NEON/90NEON+9+Inch+Quad+Core+Tablet+with+1GB+RAM+and+Android+42.html","http://images.productserve.com/preview/7/5627/47/24/3126212447.jpg","Apollo Direct","5627","Home Entertainment","6","0","GBP","","GBP79.99","5627"
"3065371987","ACS-PLATINUM-80B-8GB","Tablet PCs","http://www.awin1.com/pclick.php?p=3065371987&a=219729&m=5627","http://www.apollo2000.co.uk/common/productpictures/archos-platinum-80b-8gb.jpg","129.99","Presenting the ARCHOS 80b Platinum, with its high resolution IPS screen, quad-core processor running Android 4.2 ""Jelly Bean"" and featuring complete access to the Google Play store and Google mobile applications. The ARCHOS 80b Platinum features an 8 inch IPS screen so your Android experience will never look better. Android 4.2 ""Jelly Bean"" . Running Android 4.2, ""Jelly Bean,"" the ARCHOS 80b Platinum has full access to apps, games, and more on Google Play as well as the full suite of Google apps. The ARCHOS 80b Platinum has a 1.6 GHz quad-core processor so whether it's HD movies, browsing the web or playing 3D games, it's got the power to spare.","Archos PLATINUM-80B-8GB Tablet PCs","http://www.apollo2000.co.uk/showproduct/ACS-PLATINUM-80B-8GB/Platinum+80B+8+Android+42+Tablet+with+16+GHz+QuadCore+Processor.html","http://images.productserve.com/preview/7/5627/87/19/3065371987.jpg","Apollo Direct","5627","Home Entertainment","6","0","GBP","","GBP129.99","5627"
"3065371995","AEG-A5200AZ","Vacuum Cleaners","http://www.awin1.com/pclick.php?p=3065371995&a=219729&m=5627","http://www.apollo2000.co.uk/common/productpictures/aeg-a5200az.jpg","99","Built with Multi Cyclonic technology & Arm & Hammer Anti Odour System the AEG A5200AZ 1300W Bagless Vacuum Cleaner helps keep your home clean & fresh. The powerful 1300W motor drives the Multi Cyclonic Technology to provide you with 180AW of suction power while the HEPA Filter together with an Arm & Hammer Anti Odour System help contain up to 2L of dust within an easy to empty bagless container.  Weighing just 7kg & with an adjustable head to suite different types of carpet the AEG A5200AZ 1300W Bagless Vacuum Cleaner is designed to clean throughout your home.","AEG A5200AZ Vacuum Cleaners","http://www.apollo2000.co.uk/showproduct/AEG-A5200AZ/A5200AZ+1300W+Bagless+Vacuum+Cleaner+with+2L+Dust+Capacity+and+HEPA+Filter.html","http://images.productserve.com/preview/7/5627/95/19/3065371995.jpg","Apollo Direct","5627","Vacuum Cleaners","375","0","GBP","","GBP99.00","5627"
"3065371999","AEG-AG4112","Handheld Vacuum Cleaners","http://www.awin1.com/pclick.php?p=3065371999&a=219729&m=5627","http://www.apollo2000.co.uk/common/productpictures/aeg-ag4112.jpg","49.99","Thanks to the AEG AG4112 handheld vacuum cleaner you have the simple solution to all your cordless cleaning needs. It is conveniently portable so you can get to those places that a larger vacuum may not be able to. It has Bagless technology and has a 0.7L Dust capacity which allows easy unloading and the front wheels allow better manoeuvrability.  With a 12v motor and 20 mins running time you can pick up any dirt or debris that doesn't need the hassle of the large cleaner whilst also having a handy crevice nozzle. The AEG AG4112 comes with a table standing and wall mountable unit.","AEG AG4112 Handheld Vacuum Cleaners","http://www.apollo2000.co.uk/showproduct/AEG-AG4112/AG4112+Bagless+Cordless+12v+Handheld+Vacuum+Cleaner+with+07L+Dust+Capacity.html","http://images.productserve.com/preview/7/5627/99/19/3065371999.jpg","Apollo Direct","5627","Vacuum Cleaners","375","0","GBP","","GBP49.99","5627"
"3120994133","AEG-AG6106WD","Handheld Vacuum Cleaners","http://www.awin1.com/pclick.php?p=3120994133&a=219729&m=5627","http://www.apollo2000.co.uk/common/productpictures/aeg-ag6106wd.jpg","74.98999999999999","By pulling and releasing a spring loaded lever - dust loosens from the filter and falls into the dust cup. This reduces clogging and minimizes your exposure to dust particles. The dust container can be easily removed and emptied. Alternatively the dust can be sucked out via the patented front lid while using your main vacuum cleaner.  The wheels will ease off your hand/wrist while cleaning as well as protect your tables, furniture and floors.","AEG AG6106WD Handheld Vacuum Cleaners","http://www.apollo2000.co.uk/showproduct/AEG-AG6106WD/AG6106WD+Bagless+Handheld+Vacuum+Cleaner+with+Wet+and+Dry+Design.html","http://images.productserve.com/preview/7/5627/33/41/3120994133.jpg","Apollo Direct","5627","Vacuum Cleaners","375","0","GBP","","GBP74.99","5627"
"3118782141","AEG-AG932","Vacuum Cleaners","http://www.awin1.com/pclick.php?p=3118782141&a=219729&m=5627","http://www.apollo2000.co.uk/common/productpictures/aeg-ag932.jpg","89.98999999999999","Brilliantly combining power, versatility and efficiency together, the AEG AG932 is the perfect lightweight cleaner for any household. Its powerful 120w motor is designed to produce fantastic airflow and suction, making light work of dust and dirt while its Brush Roll Clean technology is designed to remove hair and fibre from the brush roll and depositing them into the dust cap, keeping your machine running much longer. Its two in one design features a detachable handheld vacuum cleaner, adding extra versatility and allowing you to clean those hard to reach places as well as being perfect for stairs and the car. A 180 degree nozzle rotation makes it perfect for steering easily around furniture while LED lights ensure you never miss any dirt.","AEG AG932 Vacuum Cleaners","http://www.apollo2000.co.uk/showproduct/AEG-AG932/AG932+Rechargeable+Bagless+Vacuum+Cleaner+with+Pop+Out+Handheld+Cleaner.html","http://images.productserve.com/preview/7/5627/41/21/3118782141.jpg","Apollo Direct","5627","Vacuum Cleaners","375","0","GBP","","GBP89.99","5627"
"3165274541","AEG-AG941","Vacuum Cleaners","http://www.awin1.com/pclick.php?p=3165274541&a=219729&m=5627","http://www.apollo2000.co.uk/common/productpictures/aeg-ag941.jpg","89.98999999999999","The AEG AG941 is an 18v Lightweight 2in1 Cordless and Bagless Stick Cleaner has BRUSHROLLCLEAN Technology which takes away the hassle of having to keep the brush clear of hair and fibres because the brush roll will release for easy clean. The 2in1 design means that at the press of buttons you can detach the handheld unit allowing you to clean other areas like work surfaces, car interiors or even crumbs on the furniture. Thanks to the 180 degree flexible nozzle rotation the AG941 will manoeuvre around obstacles with ease at just a twist of the handle. With the rechargeable battery design it only needs 16 hours charge and then you can just lift it from the charging unit and start cleaning with up to 35 minutes run time. AEG have also devised the Cliff hanger parking strip which is a rubber strip that they have attached to the back of the stick handle to stop that annoying 'fall over' when placed up against a surface, allowing you to lean it and leave it whilst cleaning. There are many other features to this AEG Cleaner including an LED headlight that will light up the floor area you are cleaning. It has a quick filter clean system enabling a hygienic way of cleaning the filters. A blue charging indicator light indicates when the vacuum needs charging whilst the extra tools are stored in the charging unit including a dusting brush for subtle areas.","AEG AG941 Vacuum Cleaners","http://www.apollo2000.co.uk/showproduct/AEG-AG941/AG941+Upright+Cylinder+Vacuum+Cleaner+with+BrushRollClean+Technology.html","http://images.productserve.com/preview/7/5627/41/45/3165274541.jpg","Apollo Direct","5627","Vacuum Cleaners","375","0","GBP","","GBP89.99","5627"
